,date_heure,debit,taux,year,month,hour,date,holidays,study_break,temperature,precipitations,wind_speed,travaux_impact,Etat_trafic_metro,Etat_trafic_RERA,Etat_trafic_RERB,Manifestations,Events_encoded,Paris_respire_encoded,Confinement,Couvre_feu,weekday_friday,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,season_autumn,season_spring,season_summer,season_winter,weather_Averse(s),weather_brouillard,weather_bruine,weather_neige,weather_normal,weather_nuages faibles,weather_nuages fort,weather_nuages moderes,weather_orage,weather_pluie
1,2019-11-01 05:00:00,549.0,7.40722,2019,11,5,2019-11-01,1,1,10.86666666666671,0.7999999999999999,3.0,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
2,2019-11-01 06:00:00,503.0,7.66667,2019,11,6,2019-11-01,1,1,11.033333333333378,1.5999999999999999,3.6,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
3,2019-11-01 07:00:00,500.0,4.755,2019,11,7,2019-11-01,1,1,11.200000000000044,2.4,4.2,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
4,2019-11-01 08:00:00,525.0,5.37389,2019,11,8,2019-11-01,1,1,11.5666666666667,1.7999999999999998,4.5,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
5,2019-11-01 09:00:00,575.0,6.54556,2019,11,9,2019-11-01,1,1,11.933333333333355,1.2,4.8,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
6,2019-11-01 10:00:00,597.0,10.18833,2019,11,10,2019-11-01,1,1,12.300000000000011,0.6,5.1,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
7,2019-11-01 11:00:00,785.0,15.22,2019,11,11,2019-11-01,1,1,12.666666666666686,0.6,4.566666666666666,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
8,2019-11-01 12:00:00,934.0,14.832220000000001,2019,11,12,2019-11-01,1,1,13.033333333333362,0.6,4.033333333333333,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
9,2019-11-01 13:00:00,884.0,16.545560000000002,2019,11,13,2019-11-01,1,1,13.400000000000036,0.6,3.5,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
10,2019-11-01 14:00:00,1012.0,20.392220000000002,2019,11,14,2019-11-01,1,1,14.133333333333367,0.4666666666666667,3.8666666666666667,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
11,2019-11-01 15:00:00,1055.0,21.26278,2019,11,15,2019-11-01,1,1,14.866666666666696,0.3333333333333333,4.233333333333333,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
12,2019-11-01 16:00:00,1120.0,28.22833,2019,11,16,2019-11-01,1,1,15.600000000000026,0.2,4.6,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
13,2019-11-01 17:00:00,1127.0,27.87,2019,11,17,2019-11-01,1,1,15.70000000000003,0.09999999999999999,4.7,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
14,2019-11-01 18:00:00,1012.0,29.159440000000004,2019,11,18,2019-11-01,1,1,15.800000000000033,-2.7755575615628914e-17,4.8,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
15,2019-11-01 19:00:00,1039.0,27.38778,2019,11,19,2019-11-01,1,1,15.900000000000036,-0.1,4.9,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
16,2019-11-01 20:00:00,1016.0,22.919439999999998,2019,11,20,2019-11-01,1,1,15.833333333333373,-0.06666666666666668,5.2,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
17,2019-11-01 21:00:00,1009.0,22.44056,2019,11,21,2019-11-01,1,1,15.766666666666708,-0.03333333333333334,5.5,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
18,2019-11-01 22:00:00,1006.0,21.32389,2019,11,22,2019-11-01,1,1,15.700000000000045,0.0,5.8,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
19,2019-11-01 23:00:00,896.0,19.433889999999998,2019,11,23,2019-11-01,1,1,15.766666666666708,0.13333333333333333,6.0,74,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
20,2019-11-02 00:00:00,1015.0,21.297220000000003,2019,11,0,2019-11-02,0,1,15.833333333333373,0.26666666666666666,6.2,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
21,2019-11-02 01:00:00,931.0,16.36,2019,11,1,2019-11-02,0,1,15.900000000000036,0.4,6.4,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
22,2019-11-02 02:00:00,797.0,11.14444,2019,11,2,2019-11-02,0,1,15.800000000000033,0.2666666666666667,6.333333333333334,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
23,2019-11-02 03:00:00,663.0,7.85389,2019,11,3,2019-11-02,0,1,15.70000000000003,0.13333333333333336,6.266666666666667,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
24,2019-11-02 04:00:00,466.0,5.35222,2019,11,4,2019-11-02,0,1,15.600000000000026,0.0,6.2,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
25,2019-11-02 05:00:00,393.0,4.27778,2019,11,5,2019-11-02,0,1,15.033333333333363,0.06666666666666667,5.966666666666667,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
26,2019-11-02 06:00:00,434.0,4.77389,2019,11,6,2019-11-02,0,1,14.466666666666699,0.13333333333333333,5.733333333333333,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
27,2019-11-02 07:00:00,493.0,5.628340000000001,2019,11,7,2019-11-02,0,1,13.900000000000036,0.2,5.5,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
28,2019-11-02 08:00:00,457.0,5.06,2019,11,8,2019-11-02,0,1,13.73333333333337,0.09999999999999999,5.9,74,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
